"LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","SalePrice","OverallQual","Neighborhood","ExterQual","BsmtQual","KitchenQual","GarageFinish","FireplaceQu","Foundation","GarageType","MSSubClass"
60,10800,1900,1970,0,664,290,954,1766,648,2414,0,2,0,3,10,1,1970,2,520,142,0,160000,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Attchd","190"
21,1526,1970,2002,0,515,115,630,630,0,630,1,1,0,1,3,0,1970,1,286,0,0,86000,"Bad","Poor","TA","Gd","Gd","Unf","NFp","CBlock","Attchd","180"
0,2665,1976,1976,0,0,264,264,616,688,1304,0,1,1,3,4,1,1976,1,336,141,24,115000,"Moderate","Poor","TA","Gd","TA","Fin","Gd","PConc","BuiltIn","160"
79,9490,1941,1950,0,403,238,806,958,620,1578,1,1,0,3,5,2,1941,1,240,0,0,133000,"Moderate","Poor","TA","TA","Fa","Unf","TA","CBlock","Attchd","50"
105,15578,2006,2006,0,0,728,728,728,728,1456,0,2,1,3,8,0,2006,2,429,0,0,172785,"Moderate","Moderate","Gd","Gd","TA","RFn","NFp","PConc","Attchd","60"
70,7931,1960,1960,0,374,363,1269,1269,0,1269,0,1,1,3,6,1,1964,1,308,0,0,155000,"Moderate","Poor","TA","TA","TA","Unf","Fa","CBlock","Detchd","20"
50,5784,1938,1996,0,0,190,190,886,0,886,0,1,0,2,4,0,1938,1,273,144,20,91300,"Moderate","Poor","TA","Fa","TA","Unf","NFp","BrkTil","Attchd","30"
60,7879,1920,1950,0,495,225,720,720,0,720,0,1,0,2,4,0,1947.68267181131,0,0,0,0,34900,"Bad","Poor","TA","TA","TA","NGar","NFp","CBlock","NGar","30"
0,12692,1992,1993,0,1231,1969,1439.15082251274,1524.64705475302,0,3228,1,3,0,4,10,1,1992,2,546,264,75,430000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","20"
60,9120,1925,1950,0,329,697,1026,1133,687,1820,1,2,0,4,8,0,1925,1,240,0,100,184000,"Good","Poor","TA","TA","TA","Unf","NFp","PConc","Detchd","50"
65,7800,1967,2004,89,450,414,864,899,0,899,0,1,0,3,5,0,1967,1,288,64,0,130000,"Moderate","Poor","TA","TA","Gd","Fin","NFp","PConc","Attchd","20"
70,7535,1958,1985,0,111,522,912,912,0,912,0,1,0,2,5,0,1958,1,297,12,15.1366284817233,120000,"Moderate","Poor","TA","TA","TA","Fin","NFp","CBlock","Attchd","20"
21,1890,1973,1973,285,356,316,672,672,546,1218,0,1,1,3,7,0,1973,1,264,144,28,113000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","160"
75,9803,2005,2005,0,400,466,866,866,902,1768,0,2,1,3,7,0,2005,2,603,0,108,226700,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
70,9170,1965,1965,0,698,420,1214,1214,0,1214,1,1,0,2,6,0,1965,2,461,0,0,140000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
100,15602,1959,1997,0,1247,254,1501,1801,0,1801,1,2,0,1,6,2,1959,2,484,0,54,289000,"Good","Rich","TA","TA","TA","Fin","TA","CBlock","Attchd","20"
24,2308,1974,1974,0,257,103,855,855,467,1322,0,2,1,3,6,1,1974,2,440,260,0,147000,"Moderate","Moderate","TA","TA","TA","Unf","Fa","CBlock","Attchd","160"
60,7596,1952,1952,360,0,960,960,960,1000,1960,0,2,0,4,10,0,1952,2,400,0,0,124500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","90"
80,9554,1993,1994,125,380,397,777,1065,846,1911,0,2,1,3,8,1,1993,2,471,182,81,215000,"Good","Poor","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
75,7862,2009,2009,0,27,1191,1218,1218,0,1218,0,2,0,2,4,0,2009,2,676,0,102,208300,"Moderate","Rich","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","20"
60,9600,1928,2005,0,141,548,689,689,689,1378,0,2,0,3,7,1,1928,2,360,0,0,161000,"Good","Poor","TA","TA","Gd","Unf","Gd","BrkTil","Detchd","70"
80,9600,1959,1959,132,991,50,1041,1041,0,1041,1,1,0,3,6,0,1959,1,270,224,88,124500,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","20"
75,14559,1951,2000,70,650,178,1008,1363,0,1363,1,1,0,2,6,2,1951,1,288,324,42,164900,"Moderate","Poor","Gd","TA","TA","Unf","TA","CBlock","CarPort","20"
40,6792,2005,2006,94,0,1368,1368,1368,0,1368,0,2,0,2,6,1,2005,2,474,132,35,202665,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
70,9100,1958,1958,0,521,169,864,864,0,864,1,1,0,3,5,0,1964,2,624,0,0,129900,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
71,9187,1983,1983,0,336,748,1084,1080,0,1080,0,1,1,3,5,0,1983,2,484,120,0,134000,"Moderate","Moderate","TA","TA","TA","Unf","NFp","PConc","Attchd","20"
55,10594,1926,1950,0,0,768,768,789,0,789,0,1,0,2,5,0,1926,1,200,0,0,96500,"Moderate","Rich","TA","TA","TA","Unf","NFp","BrkTil","Detchd","45"
94,12220,2009,2009,305,1436,570,2006,2020,0,2020,1,2,1,3,9,1,2009,3,900,156,54,402861,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","CBlock","Attchd","20"
0,10448,1972,1972,333,0,689,689,1378,741,2119,0,2,1,3,7,1,1972,2,583,0,104,158000,"Moderate","Moderate","TA","TA","TA","RFn","TA","CBlock","Attchd","80"
79,10208,1996,1997,169.982073897794,0,1264,1264,1277,1067,2344,0,2,1,3,7,1,1996,3,889,220,0,265000,"Good","Rich","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
0,9531,1998,1998,0,706,88,794,882,914,1796,1,2,1,3,7,0,1998,2,546,0,36,211000,"Moderate","Moderate","TA","Gd","TA","RFn","NFp","PConc","Attchd","60"
53,10918,1926,2004,0,0,1276,1276,1276,804,2080,0,1,1,3,9,2,1926,1,282,0,0,234000,"Good","Rich","Gd","Gd","Gd","Unf","Gd","BrkTil","Detchd","70"
60,10800,1900,2000,0,0,0,0,694,600,1294,0,2,0,3,7,0,1950.96033623374,0,0,220,114,106250,"Bad","Poor","TA","NBsmt","TA","NGar","NFp","BrkTil","NGar","190"
90,11988,1957,1957,0,777,467,1244,1244,0,1244,0,1,1,3,6,2,1957,1,336,0,40,150000,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Attchd","20"
50,5000,1947,1950,0,399,605,1004,1004,660,1664,0,2,0,3,7,2,1950,2,420,0,24,159000,"Moderate","Poor","TA","TA","TA","Unf","Gd","CBlock","Detchd","50"
130,13961.1131977717,2007,2008,276.933709826756,2260,878,1758.30801775038,1807.77733491862,1538,2551.76871829969,1,3,1,3,11,1,2007,3,884,208,107.794424250502,184750,"VGood","Poor","Ex","Ex","Ex","Fin","Gd","PConc","BuiltIn","60"
95,11787,1996,1997,594,719,660,1379,1383,1015,2398,1,2,1,3,8,1,1996,3,834,239,60,315750,"Good","Rich","Gd","Gd","Gd","Fin","TA","PConc","Attchd","60"
62,7500,2005,2005,0,0,1257,1257,1266,0,1266,0,2,0,3,6,1,2005,2,453,38,144,176000,"Good","Rich","Gd","Gd","Gd","Unf","TA","PConc","Attchd","20"
70,13300,1956,2000,0,377,551,928,928,0,928,0,1,0,2,4,0,1956,1,252,261,0,132000,"Moderate","Poor","TA","Gd","TA","Unf","NFp","CBlock","Attchd","20"
67,14948,2008,2008,268,1330,122,1452,1476,1237,2713,1,2,1,3,11,1,2008,3,858,126,66,446261,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","60"
58,9098,1920,2002,0,348,180,528,605,0,605,1,1,0,2,5,0,1953.00469060825,0,0,0,0,86000,"Bad","Poor","TA","TA","TA","NGar","NFp","BrkTil","NGar","30"
0,11758.3803740182,1957,1975,191.259081490339,1219,816,2035,2515,0,2515,1,3,0,4,9,2,1975,2,484,0,0,200624,"Moderate","Rich","Gd","TA","TA","RFn","TA","PConc","Attchd","20"
85,10200,1988,1989,219,783,678,1461,1509,0,1509,1,2,0,3,5,1,1988,2,600,224,0,175000,"Moderate","Rich","Gd","Gd","Gd","RFn","Fa","CBlock","Attchd","80"
60,6155,1920,1999,0,0,611,611,751,611,1362,0,2,0,3,6,0,1920,2,502,0,0,128000,"Moderate","Poor","TA","Fa","TA","Fin","NFp","BrkTil","Detchd","70"
60,7200,1955,2007,0,0,0,0,827,0,827,0,1,0,2,5,1,1967,1,392,0,0,107500,"Moderate","Poor","TA","NBsmt","TA","Unf","Po","Slab","Detchd","20"
50,5000,1946,1950,0,0,0,0,334,0,334,0,1,0,1,2,0,1938.93088172133,0,0,0,0,39300,"VBad","Poor","Fa","NBsmt","Fa","NGar","NFp","Slab","NGar","20"
74,9056,2004,2004,0,0,707,707,707,707,1414,0,2,1,3,6,1,2004,2,403,100,35,178000,"Good","Moderate","Gd","Ex","Gd","Fin","Gd","PConc","Attchd","60"
70,7000,1910,1991,0,969,148,1117,820,527,1347,1,1,0,3,5,0,1959.4784950471,0,0,85,0,107500,"Moderate","Poor","TA","Gd","TA","NGar","NFp","CBlock","NGar","190"
57,8924,1998,1999,0,0,880,880,880,844,1724,0,2,1,3,8,0,1998,2,527,120,155,188000,"Good","Moderate","TA","Gd","Gd","Fin","NFp","PConc","Attchd","60"
0,12735,1972,1972,0,600,264,864,864,0,864,0,1,0,3,5,0,1980,2,576,216,0,111250,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
0,11553,1968,1968,188,673,378,1051,1159,0,1159,0,1,1,3,7,1,1968,1,336,466,0,158000,"Moderate","Poor","TA","TA","TA","Unf","Fa","CBlock","Attchd","20"
0,11423,2001,2002,479,1358,223,1581,1601,0,1601,1,2,0,3,6,1,2001,2,670,180,0,272000,"Good","Moderate","Gd","Gd","Gd","RFn","TA","PConc","Attchd","20"
85,14601,2006,2006,584,1260,578,1838,1838,0,1838,1,2,0,2,8,1,2006,3,765,270,68,315000,"VGood","Rich","Ex","Ex","Ex","Fin","Gd","PConc","Attchd","20"
0,11000,2000,2000,72,0,969,969,997,1288,2285,0,2,1,4,8,1,2000,3,648,0,56,248000,"Good","Rich","Gd","Gd","Gd","Fin","TA","PConc","BuiltIn","60"
78,10140,1998,1999,0,144,379,1650,1680,0,1680,1,2,0,3,7,1,1998,2,583,78,73,213250,"Good","Moderate","Gd","Ex","Gd","Fin","TA","PConc","Attchd","20"
34,4058,1998,1998,182,584,0,723,767,0,767,1,1,0,1,4,0,1998,1,367,120,40,133000,"Good","Poor","TA","Gd","TA","Fin","NFp","PConc","Attchd","120"
58,17104,2006,2006,0,554,100,654,664,832,1496,1,2,1,3,7,1,2006,2,426,100,24,179665,"Good","Moderate","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","60"
0,13837,1988,1988,178,1002,0,1204,1377,806,2183,0,2,1,4,9,0,1988,3,786,0,0,229000,"Good","Moderate","Gd","Gd","Gd","Unf","NFp","PConc","Attchd","50"
70,8737,1923,1950,0,300,765,1065,915,720,1635,0,1,1,3,6,1,1950,2,440,0,38,210000,"Moderate","Poor","TA","Gd","TA","Unf","Gd","BrkTil","Detchd","50"
54,7244,1970,1970,0,619,149,768,768,0,768,1,1,0,2,5,0,1987,2,624,104,0,129500,"Moderate","Moderate","TA","Gd","TA","Unf","NFp","CBlock","Detchd","85"
49,8235,1955,1995,0,180,0,825,825,0,825,1,1,0,2,4,0,1963,2,720,140,50,125000,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Detchd","20"
75,9375,2003,2004,0,0,912,912,912,1182,2094,0,2,1,4,8,1,2003,2,615,182,182,263000,"Good","Rich","Gd","Gd","Gd","Fin","Gd","PConc","BuiltIn","60"
53,4043,1977,1977,0,559,510,1069,1069,0,1069,0,2,0,2,4,0,1977,2,440,0,55,140000,"Moderate","Moderate","TA","Gd","TA","RFn","NFp","CBlock","Attchd","120"
50,6000,1957,1957,0,308,620,928,928,0,928,0,1,0,3,5,0,1957,1,288,0,0,112500,"Moderate","Poor","TA","TA","TA","Fin","NFp","CBlock","Attchd","20"
87,11146,2006,2006,250,0,1709,1709,1717,0,1717,0,2,0,3,7,1,2006,3,908,169,39,255500,"Good","Rich","Gd","Ex","Gd","RFn","Gd","PConc","Attchd","20"
67,8777,1949,2003,0,0,0,0,1126,0,1126,0,2,0,2,5,0,2002,2,520,0,96,108000,"Bad","Poor","TA","NBsmt","Gd","Fin","NFp","CBlock","Detchd","20"
85,10625,2003,2004,292,866,132,998,1006,1040,2046,1,2,1,3,8,1,2003,3,871,320,62,284000,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","BuiltIn","60"
58,6380,1922,1950,0,0,993,993,1048,0,1048,0,1,0,2,5,1,1922,1,280,0,0,113000,"Moderate","Poor","TA","TA","TA","Unf","Gd","BrkTil","Detchd","45"
69,14850,1957,1957,0,895,197,1092,1092,0,1092,1,1,0,2,6,1,1957,1,299,268,0,141000,"Moderate","Poor","TA","TA","TA","Fin","TA","CBlock","Attchd","20"
60,11040,1920,1950,0,637,0,637,897,439,1336,0,1,1,3,7,0,1994,1,570,0,47,108000,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","CarPort","50"
57,21872,1996,1997,0,604,125,729,729,717,1446,0,2,1,3,6,1,1996,2,406,264,22,175000,"Good","Moderate","TA","Gd","TA","Unf","TA","PConc","Attchd","60"
0,3196,2003,2004,18,0,1374,1374,1557,0,1557,0,2,0,2,7,1,2003,2,420,143,20,234000,"Good","Moderate","Gd","Gd","Gd","Fin","TA","PConc","Attchd","120"
0,11341,1957,1996,180,1302,90,1392,1392,0,1392,1,1,1,3,5,1,1957,2,528,0,0,121500,"Moderate","Poor","TA","Gd","TA","Unf","Gd","CBlock","Detchd","20"
77,10010,1974,1975,0,1071,195,1389,1389,0,1389,1,1,0,2,6,1,1975,2,418,240,38,170000,"Moderate","Moderate","TA","Gd","TA","RFn","TA","CBlock","Attchd","20"
63,13907,1940,1969,0,290,706,996,996,0,996,1,1,0,3,6,1,1961.84464484073,0,0,144,0,108000,"Moderate","Poor","TA","TA","TA","NGar","Gd","CBlock","NGar","30"
66,21780,1918,1950,0,0,1163,1163,1163,511,1674,0,2,0,4,8,1,1955,2,396,72,36,185000,"Moderate","Poor","TA","Gd","TA","Fin","Gd","BrkTil","Detchd","50"
0,13346,1992,2000,0,728,367,1095,1166,1129,2295,1,2,1,4,9,1,1992,2,590,0,40,268000,"Good","Rich","Gd","Gd","Gd","RFn","TA","PConc","Attchd","60"
66,6858,1915,1950,0,0,806,806,841,806,1647,1,1,1,4,6,0,1920,1,216,0,66,128000,"Moderate","Moderate","TA","Gd","Fa","Unf","NFp","PConc","Detchd","70"
77,11198,2005,2007,245,0,1122,1122,1134,1370,2504,0,2,1,4,11,1,2005,3,656,144,39,325000,"VGood","Rich","Gd","Gd","Ex","Fin","Gd","PConc","BuiltIn","60"
70,10171,2004,2004,168,2,1515,1517,1535,0,1535,0,2,0,3,7,0,2004,2,532,0,0,214000,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","20"
79,12327,1983,2009,0,1441,55,1496,1496,636,2132,1,1,1,1,5,1,1983,2,612,349,40,316600,"Good","Poor","Gd","Gd","Gd","Fin","Gd","CBlock","BuiltIn","50"
0,7032,1979,1979,0,943,0,943,943,0,943,1,1,0,2,4,2,1979,2,600,42,0,135960,"Moderate","Poor","TA","Gd","TA","Unf","TA","CBlock","Detchd","90"
74,13101,1965,1965,108,231,1497,1728,1728,0,1728,0,2,0,6,10,0,1987,2,576,0,0,142600,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","90"
60,7332,1959,1959,207,414,450,864,864,0,864,1,1,0,2,4,0,1959,1,288,168,0,120000,"Moderate","Poor","TA","TA","Gd","Unf","NFp","CBlock","Attchd","20"
83,13159,2009,2009,0,0,846,846,846,846,1692,0,2,1,3,6,0,2009,2,650,208,114,224500,"Good","Rich","TA","Ex","Gd","RFn","NFp","PConc","Attchd","60"
76,9967,2000,2000,0,0,384,384,774,656,1430,0,2,1,3,8,1,2000,2,400,100,0,170000,"Good","Moderate","TA","Gd","TA","RFn","TA","PConc","BuiltIn","80"
70,10500,1971,2005,82,349,23,372,576,533,1109,0,1,0,3,5,0,1971,1,288,35,0,139000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","BuiltIn","80"
80,8480,1947,1950,0,442,390,832,832,384,1216,0,1,0,2,6,0,1947,1,336,158,0,118500,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","50"
52,6292,1928,1950,0,0,861,861,877,600,1477,0,2,0,3,6,1,1928,1,216,0,50,145000,"Good","Moderate","TA","TA","TA","Unf","Gd","BrkTil","Detchd","50"
96,11777,1966,1966,97,328,285,1164,1320,0,1320,1,1,0,3,6,2,1966,2,564,160,68,164500,"Moderate","Poor","TA","TA","TA","RFn","Fa","CBlock","Attchd","80"
34,3604,2007,2007,0,0,689,689,703,689,1392,0,2,0,2,5,0,2007,2,540,0,102,146000,"Good","Rich","Gd","Gd","Gd","Unf","NFp","PConc","Detchd","160"
81,12150,1954,1954,335,0,1050,1050,1050,745,1795,0,2,0,4,7,0,1954,1,352,0,0,131500,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Attchd","50"
0,14585,1960,1987,85,594,331,1144,1429,0,1429,0,1,0,3,7,2,1960,2,572,216,110,181900,"Moderate","Poor","TA","TA","Gd","Unf","Gd","CBlock","Attchd","20"
98,12704,2008,2009,306,0,2042,2042,2042,0,2042,0,2,1,3,8,1,2009,3,747.50235941388,0,90,253293,"Good","Rich","Ex","Ex","Ex","RFn","Gd","PConc","Attchd","20"
81,11841,1990,1990,104,816,0,816,816,0,816,1,1,0,3,5,0,1964.6527761169,0,0,0,32,118500,"Moderate","Poor","TA","Gd","TA","NGar","NFp","CBlock","NGar","90"
75,13500,1893,2000,0,0,1237,1237,1521,1254,2775,0,3,1,3,9,1,1988,2,880,105,77.0186804291511,325000,"VGood","Poor","Ex","TA","Gd","Unf","Gd","BrkTil","Detchd","75"
51,6120,1935,1995,0,0,884,884,989,584,1573,0,1,0,3,6,0,1935,1,240,0,0,133000,"Bad","Poor","TA","TA","Gd","Unf","NFp","BrkTil","Detchd","50"
88,11443,2005,2006,208,1460,408,1868,2028,0,2028,1,2,0,2,7,2,2005,3,880,326,66,369900,"Good","Rich","Gd","Ex","Gd","RFn","Gd","PConc","Attchd","20"
55,10267,1918,2000,0,210,0,816,838,0,838,1,1,0,2,5,0,1961,1,275,0,0,130000,"Moderate","Poor","TA","TA","Fa","Fin","NFp","BrkTil","Detchd","30"
74,8740,1982,1982,0,672,168,840,860,0,860,1,1,0,2,4,0,1996,2,528,0,0,137000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","85"
65,8734.94293276587,1968,2003,0,1324,113,1437,1473,0,1473,2,1,0,1,5,2,1968,1,452,0,48,143000,"Moderate","Rich","TA","TA","Ex","Unf","Gd","CBlock","Attchd","20"
50,9100,1930,1960,0,0,742,742,779,0,935,0,1,0,2,4,0,1988,1,308,0,0,79500,"Moderate","Poor","TA","TA","TA","Unf","NFp","BrkTil","Detchd","40"
64,8320,2004,2004,0,490,280,770,770,812,1582,0,2,1,3,6,0,2004,2,520,0,45,185900,"Good","Moderate","Gd","Gd","Gd","RFn","NFp","PConc","Attchd","60"
97,13478,2008,2008,420,1338,384,1722,1728,568,2296,1,2,1,3,10,1,2008,3,842,382,93.8070718314905,451950,"VGood","Rich","Ex","Ex","Ex","RFn","Gd","PConc","BuiltIn","60"
60,6600,1982,2003,0,816,0,816,816,0,816,1,1,0,2,4,0,1985,2,816,0,0,138000,"Moderate","Moderate","TA","TA","TA","Fin","NFp","PConc","Detchd","20"
0,4435,2003,2003,170,685,163,848,848,0,848,1,1,0,1,4,0,2003,2,420,140,0,140000,"Moderate","Moderate","Gd","Gd","Gd","Fin","NFp","PConc","Attchd","120"
88,7990,1975,1975,0,0,924,924,924,0,924,0,1,0,3,5,0,1981,1,280,0,0,110000,"Moderate","Moderate","TA","Gd","TA","Unf","NFp","CBlock","Detchd","20"
69,11302,2005,2006,238,1422,392,1814,1826,0,1826,1,2,0,3,7,1,2005,3,758,180,75,319000,"Good","Rich","Gd","Gd","Gd","Fin","TA","PConc","Attchd","20"
60,3600,1910,1993,0,0,684,684,684,684,1368,0,1,0,3,7,0,1930,1,216,0,158,114504,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","70"
53,3922,2006,2007,72,0,1258,1258,1402,0,1402,0,0,2,2,7,1,2006,3,648,120,16,194201,"Good","Moderate","Gd","Ex","Gd","Fin","Gd","PConc","Attchd","120"
80,12984,1977,1977,459,1283,0,1430,1647,0,1647,1,2,0,3,7,1,1977,2,621,0,0,217500,"Moderate","Rich","TA","Gd","Gd","Fin","TA","CBlock","Attchd","20"
24,1950,1980,1980,0,81,23,716,716,840,1556,1,2,1,3,6,1,1980,2,452,161,0,151000,"Moderate","Moderate","TA","Gd","TA","Fin","TA","CBlock","Attchd","160"
74,10927,2005,2005,280,546,512,1058,1058,846,1904,1,2,1,3,8,1,2003,2,736,179,60,275000,"Good","Rich","Gd","Gd","Ex","Fin","Gd","PConc","BuiltIn","60"
50,9000,1937,1950,0,0,780,780,780,595,1375,0,1,1,3,6,1,1979,1,544,0,162,141000,"Moderate","Poor","TA","TA","Gd","Unf","Gd","PConc","Detchd","50"
80,10041,1992,1992,0,789,119,908,927,988,1915,1,2,1,3,8,1,1992,2,506,120,150,220000,"Good","Poor","Gd","Gd","Gd","Fin","TA","PConc","Attchd","60"
30,3182,2004,2005,0,0,600,600,600,600,1200,0,2,1,2,4,0,2004,2,480,0,172,151000,"Good","Rich","Gd","Gd","Gd","RFn","NFp","PConc","Detchd","160"
88,12803,2002,2002,99,922,572,1494,1494,0,1494,1,2,0,3,6,1,2002,2,530,192,36,221000,"Good","Moderate","Gd","Gd","Gd","RFn","TA","PConc","Attchd","20"
85,13600,1965,1990,176,454,314,768,1186,800,1986,0,2,1,3,7,3,1965,2,486,0,42,205000,"Good","Poor","TA","TA","TA","Unf","Fa","CBlock","Attchd","60"
82,12464,1996,1996,0,732,308,1040,1040,0,1040,1,1,0,3,6,0,2000,2,576,168,0,152000,"Moderate","Moderate","TA","Gd","Gd","Unf","NFp","PConc","Detchd","20"
78,7800,1948,2002,0,603,293,896,1112,896,2008,1,3,0,3,8,0,1948,1,230,103,0,225000,"Moderate","Poor","TA","TA","Ex","Unf","NFp","CBlock","Attchd","20"
78,12168,1934,1998,0,428,537,965,1940,1254,3194,0,2,1,4,10,2,1934,2,380,0,0,359100,"Good","Rich","TA","Gd","TA","Unf","Gd","PConc","Basment","70"
61,7943,1961,1961,192,903,126,1029,1029,0,1029,1,1,0,3,5,0,1961,1,261,64,0,118500,"Bad","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
0,11050,2000,2000,204,904,536,1440,1476,677,2153,1,2,1,3,8,2,2000,3,736,253,142,313000,"VGood","Moderate","Gd","Ex","Ex","Fin","Ex","PConc","Attchd","60"
0,10395,1978,1978,233,605,427,1032,1032,0,1032,0,2,0,3,6,1,1978,2,564,0,0,148000,"Moderate","Moderate","TA","Gd","TA","Unf","TA","CBlock","Attchd","80"
0,11885,2001,2001,108,990,309,1299,1299,573,1872,1,2,1,3,7,1,2001,2,531,160,122,261500,"Good","Moderate","Gd","Gd","Ex","RFn","TA","PConc","BuiltIn","60"
70,8402,2007,2007,0,206,914,1120,1120,0,1120,0,1,0,3,6,0,1964.48783620175,0,0,0,30,147000,"Moderate","Moderate","TA","Gd","TA","NGar","NFp","PConc","NGar","20"
21,1491,1972,1972,0,150,0,630,630,0,630,1,1,0,1,3,0,1953.26170834475,0,0,96,24,75500,"Bad","Poor","TA","Gd","TA","NGar","NFp","CBlock","NGar","180"
80,8800,1963,1963,156,763,173,936,1054,0,1054,1,1,0,3,6,0,1963,2,480,120,0,137500,"Moderate","Poor","TA","TA","Gd","RFn","NFp","PConc","Attchd","85"
0,7861,2002,2003,0,457,326,783,807,702,1509,1,2,1,3,7,1,2002,2,393,100,75,183200,"Moderate","Moderate","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
59,7227,1954,1954,0,0,832,832,832,0,832,0,1,0,2,4,0,1962,2,528,0,0,105500,"Moderate","Poor","TA","TA","Gd","Unf","NFp","CBlock","Detchd","45"
90,11694,2007,2007,452,48,1774,1822,1828,0,1828,0,2,0,3,9,1,2007,3,774,0,108,314813,"VGood","Rich","Ex","Ex","Gd","Unf","Gd","PConc","Attchd","20"
85,12244,2003,2003,226,871,611,1482,1482,780,2262,1,2,1,4,10,2,2003,3,749,168,0,305000,"Good","Rich","Gd","Gd","Gd","Fin","Gd","PConc","Attchd","60"
45,8248,1914,1950,0,41,823,864,864,0,864,1,1,0,2,5,0,1950.916386669,0,0,0,0,67000,"Bad","Poor","TA","TA","TA","NGar","NFp","BrkTil","NGar","30"
90,10800,1974,1997,0,956,384,1522,1548,1066,2614,0,2,1,4,9,1,1974,2,624,38,243,240000,"Moderate","Moderate","TA","TA","TA","RFn","TA","CBlock","Attchd","60"
71,7064,1977,1977,153,560,420,980,980,0,980,0,1,0,3,6,0,1986,2,484,192,0,135000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Detchd","20"
0,2117,2000,2000,513,420,336,756,756,756,1512,0,2,1,2,4,1,2000,2,440,0,32,168500,"Moderate","Rich","Gd","Gd","Gd","Unf","TA","PConc","Detchd","160"
80,10400,1972,1972,288,247,485,732,1012,778,1790,1,1,2,4,8,1,1972,2,484,148,0,165150,"Moderate","Moderate","TA","TA","TA","RFn","TA","CBlock","Attchd","60"
87,10000,1962,1962,261,0,1116,1116,1116,0,1116,0,1,1,3,5,0,1962,2,440,0,0,160000,"Moderate","Poor","TA","TA","TA","Unf","NFp","CBlock","Attchd","20"
0,12342,1960,1978,0,0,978,978,1422,0,1422,0,1,0,3,6,1,1960,1,286,0,0,139900,"Moderate","Poor","TA","TA","TA","RFn","TA","CBlock","Attchd","20"
80,9600,1955,1972,164,674,350,1156,1520,0,1520,1,1,0,3,7,2,1955,1,364,0,0,153000,"Moderate","Poor","TA","TA","TA","RFn","Gd","CBlock","Basment","80"
70,11606,1969,1969,192,650,390,1040,1040,1040,2080,0,1,2,5,9,2,1969,2,504,335,0,135000,"Moderate","Poor","TA","Gd","Fa","Unf","TA","PConc","Attchd","60"
82,9020,1964,1964,259,624,288,1248,1350,0,1350,1,1,1,3,6,0,1964,2,520,176,0,168500,"Moderate","Poor","TA","TA","TA","RFn","NFp","CBlock","Attchd","80"
50,9000,1880,1991,0,0,636,636,1089,661,1750,0,1,0,3,8,0,1937,1,240,0,0,124000,"Moderate","Poor","TA","Fa","Ex","Unf","NFp","BrkTil","Detchd","70"
34,4590,2006,2006,108,24,1530,1554,1554,0,1554,0,2,0,2,6,1,2006,2,627,156,73,209500,"Good","Rich","Gd","Gd","Gd","RFn","Gd","PConc","Attchd","120"
85,11900,1977,1977,209,822,564,1386,1411,0,1411,0,2,0,3,6,1,1977,2,544,192,0,82500,"Good","Moderate","TA","TA","TA","Fin","TA","CBlock","Attchd","20"
